id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
2619,0,"integrating temporal , real-time , and active databases","k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong",sigmod record,1996,integrating xml data with relational databases,"wc lee , g mitchell , x zhang","icdcs workshop of knowledge discovery and data mining in the & hellip ; ,",2000
2620,0,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"n katayama , s satoh",sigmod conference,1997,the d-tree : an index structure for planar point queries in location-based wireless services,dl lee,"ieee transactions on knowledge and data engineering ,",2004
2621,1,indexing and querying xml data for regular path expressions,"q li , b moon",vldb,2001,indexing and querying xml data for regular path expressions . 27th international conferences on very,"q li , b moon",roma italy,
2622,0,deeds towards a distributed and active real-time database system,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,1996,deductive database system,g phippc,"proc acn sigmod on management of data ,",
2623,0,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,mining fuzzy association rules in databases .,acms anthology,"sigmod record ,",1998
2624,1,optimization of queries with user-defined predicates,"s chaudhuri , k shim",acm trans . database syst .,1999,optimization ofqueries with user-defined predicates,"s chaudhuri , k shim",proc . ofthe conf . on very large data bases,
2625,0,query flocks : a generalization of association-rule mining,"s tsur , j ullman , s abiteboul , c clifton , r motwani , s nestorov , a rosenthal",sigmod conference,1998,parallel mining of association rules,"r agrawal , jc shafer",,
2626,0,foundations of preferences in database systems,w kie§áling,vldb,2002,foundations of synergetics : distributed active systems,as mikhailov,,1990
2627,0,exact : an extensible approach to active object-oriented databases,"o d§ïaz , a jaime",vldb j.,1997,functional completeness in object-oriented databases,"p mishra , m eich","acm sigmod record ,",1992
2628,0,data placement in shared-nothing parallel database systems,"m mehta , d dewitt",vldb j.,1997,object placement in parallel hypermedia systems,"s ghandeharizadeh , l ramos , z asad","vldb ,",1991
2629,0,hypertext databases and data mining,,,1999,data and databases,"c databases , d warehouses , ae technology , ip",,
2630,0,editorial,,,2002,editorial,mt ??zsu,"the vldb journal the international journal on very large & hellip ; ,",2005
2631,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,composite object support in an object-oriented database system,"w kim871 kim , j banejee , h chou , j garza , d woelk","proc . acm , oopsla , october ,",
2632,0,challenges for global information systems,"a levy , a silberschatz , d srivastava , m zemankova",vldb,1994,challenges for spoken dialog systems,jr glass,,1999
2633,0,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002,standardization and database systems,eh sibley,"vldb ,",
2634,1,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),,,1996,workshop report : the first international workshop on active and real-time database systems ( artdb-95,"m berndtsson , j hansson","sigmod record ,",1996
2635,0,constraint databases : a tutorial introduction,j bussche,sigmod record,2000,first leaves : a tutorial introduction to maple v,"bw char , ko geddesa ? |",,1993
2636,1,groupwise processing of relational queries,"d chatziantoniou , k ross",vldb,1997,groupwise processing of relational queries,d chatziantoniou,"proceedings of the international conference on very large & hellip ; ,",1997
2637,1,report on the nsf workshop on building an infrastructure for mobile and wireless systems,,,2002,on building an infrastructure for mobile and wireless systems : report on the nsf workshop on an,"b k? ? nig-ries , k makki , s makki , c perkins , n","acm sigmod record ,",2002
2638,0,unisql 's next-generation object-relational database management system,"a d'andrea , p janus",sigmod record,1996,access path selection in a relational database management,pg selingera ? |,"proc . of the acm sigmod conference on management of data ,",
2639,0,continuous queries over data streams,"s babu , j widom",sigmod record,2001,exploiting k-constraints to reduce memory overhead in continuous queries over data streams,"s babu , u srivastava , j widom","acm transactions on database systems ,",2004
2640,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,an object-oriented specification for compiler,"pc wu , fj wang","acm sigplan notices ,",1992
2641,0,middle-tier database caching for e-business,"q luo , s krishnamurthy , c mohan , h pirahesh , h woo , b lindsay , j naughton",sigmod conference,2002,dbcache : middle-tier database caching for highly scalable e-business architectures,"c bornovd , m altinel , s krishnamurthy , c mohan , h","proceedings of acm sigmod , san diego ,",
2642,0,adaptive algorithms for set containment joins,"s melnik , h garcia-molina",acm trans . database syst .,2003,an adaptive hash join algorithm for multiuser envronments,"h zeller , j gray","proceedings of the 16th international conference on vldb ,",
2643,0,sql open heterogeneous data access,"b reinwald , h pirahesh",sigmod conference,1998,query optimization in heterogeneous databases,"w du , r krishnamurthy , m shan","proc . vldb conference , vancouver ,",
2644,0,supporting top-k join queries in relational databases,"i ilyas , w aref , a elmagarmid",vldb,2003,linear queries in statistical databases,"md schwartz , de denning , pj denning","acm transactions on database systems ,",1979
2645,0,a hypertext query language for images,l yang,sigmod record,1994,xquery : a query language for xml .,dd chamberlina ? |,,
2646,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,dynamic query interpretation in relational databases,"ad ` atri , p di felice , m moscarini","proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",1987
2647,0,conceptual schema analysis : techniques and applications,"s castano , v antonellis , m fugini , b pernici",acm trans . database syst .,1998,"ima : technical foundations , application and performance analysis","m postigo-boix , j garcia-haro , m aguilar-igartua","computer networks ,",2001
2648,0,electronic commerce : tutorial,"n adam , y yesha",sigmod conference,1998,special issue on electronic commerce,a dogac,"acm sigmod rec ,",
2649,1,balancing histogram optimality and practicality for query result size estimation,"y ioannidis , v poosala",sigmod conference,1995,balancinghistogramoptimalityand practicalityforquery result size estimation,"ye ioannidis , v poosala",acm,
2650,1,a dependability benchmark for oltp application environments,"m vieira , h madeira",vldb,2003,dbencha ?? oltp : a dependability benchmark for oltp application environments,"m vieira , h madeira","technical report dei-006-2002 , issn 0873-9293 , departamento de",
2651,0,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995,an object-oriented specification for compiler,"pc wu , fj wang","acm sigplan notices ,",1992
2652,0,multi-dimensional selectivity estimation using compressed histogram information,"j lee , d kim , c chung",sigmod conference,1999,new histogram techniques for selectivity estimation,"x yu , awc fu , nt shatin , h kong",,
2653,0,searching and mining fine-grained semi-structured data,,,2002,mining association rules from semi-structured data,"k maruyama , k uehara","icdcs workshop of knowledge discovery and data mining in the & hellip ; ,",2000
2654,0,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,a data model and data structures for moving objects databases,"l forlizzi , rh guting , e nardelli , m schneider","sigmod record ,",2000
2655,1,data mining-based intrusion detectors : an overview of the columbia ids project,"s stolfo , w lee , p chan , w fan , e eskin",sigmod record,2001,data mining-based intrusion detectors : an overview of the columbia ids project,"sj stolfo , w lee , pk chan , w fan , e eskin","sigmod record ,",2001
2656,0,bringing order to query optimization,"g slivinskas , c jensen , r snodgrass",sigmod record,2002,scheduling problems in parallel query optimization,c chekuri,,
2657,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,"p. , et al. 1979 . access path selection in a relational data base management system",g selinger,proceedings of the acm sigmod international conference on,
2658,0,structures for manipulating proposed updates in object-oriented databases,"m doherty , r hull , m rupawalla",sigmod conference,1996,a cost model for clustered object-oriented databases,"g gardarin , jr gruser , zh tang","proceedings of the 21th international conference on very & hellip ; ,",1995
2659,0,book review column,k aberer,sigmod record,2001,book review column,d technologies,"sigmod record ,",2003
2660,1,relational databases for querying xml documents : limitations and opportunities,"j shanmugasundaram , k tufte , c zhang , g he , d dewitt , j naughton",vldb,1999,relational databases for xml documents : limitationsandopportunities,"j shanmugasundaram , k tufte , c zhang , g he , d","proc . oftheconferenceonvery large data bases ( vldb ) , & hellip ; ,",
